Mun;Mas;Fem;0 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 a 69 anos;70 a 79 anos;80 anos e mais;Médico Cirurgião Geral;Médico Clínico;Médico Ginecologista Obstetra;Médico de família e comunidade;Médico Pediatra;Médico geriatra;Médico urologista;Assistente Social;Enfermeiro;Fisioterapeuta;Fonoaudiólogo;Nutricionista;Odontólogo;Psicólogo;Psiquiatra;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;POLICLINICA;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO
431030 Ilópolis;2045;2009;183;184;163;193;533;591;525;549;588;360;185;0.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;5.0;4.0;0.0;3.0;4.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
431033 Imbé;11315;12406;1584;1532;1324;1402;3064;3028;2959;3236;3111;1778;703;0.0;28.0;1.0;0.0;1.0;0.0;1.0;1.0;26.0;7.0;0.0;1.0;5.0;11.0;1.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0
431036 Imigrante;1501;1602;149;159;154;171;364;450;425;401;381;282;167;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
431040 Independência;3002;3052;312;327;286;285;771;718;772;869;864;548;302;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;1.0;1.0;1.0;5.0;0.0;2.0;2.0;3.0;0.0;0.0;0.0;0.0
431041 Inhacorá;1094;1113;131;135;113;112;314;307;266;370;254;141;64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;1.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
431043 Ipê;3450;3286;352;382;352;349;1004;1016;843;888;753;521;276;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;1.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
431046 Ipiranga do Sul;946;925;64;77;79;78;206;251;255;340;252;179;90;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431050 Iraí;3616;3430;411;420;370;398;882;917;869;994;913;591;281;0.0;9.0;0.0;0.0;2.0;0.0;0.0;4.0;5.0;4.0;1.0;2.0;4.0;2.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0
431053 Itaara;2815;2758;367;355;321;323;799;752;788;782;609;325;152;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;0.0;1.0;2.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0
431055 Itacurubi;1785;1671;223;227;195;203;459;439;433;503;415;247;112;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431057 Itapuca;1073;964;110;108;88;118;296;268;275;311;250;136;77;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431060 Itaqui;18683;18680;2767;2748;2472;2601;5817;5298;4759;4620;3631;1823;827;0.0;15.0;2.0;0.0;2.0;0.0;0.0;5.0;24.0;10.0;3.0;6.0;8.0;10.0;1.0;3.0;7.0;0.0;1.0;0.0;0.0;0.0
431065 Itati;1218;1159;120;116;94;127;301;288;317;426;311;179;98;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;1.0;2.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
431070 Itatiba do Sul;1633;1510;140;147;122;118;373;366;364;545;512;306;150;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5.0;1.0;0.0;0.0;0.0;1.0;0.0
431075 Ivorá;921;933;94;100;94;78;198;248;240;254;278;183;87;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;1.0;2.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0
431080 Ivoti;12175;12893;1342;1382;1349;1590;3681;4091;3722;3561;2596;1203;551;3.0;60.0;4.0;0.0;5.0;0.0;0.0;1.0;27.0;9.0;2.0;2.0;9.0;16.0;5.0;2.0;5.0;6.0;1.0;0.0;0.0;0.0
431085 Jaboticaba;1908;1830;238;239;201;183;477;443;511;556;483;281;126;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;8.0;2.0;1.0;2.0;0.0;4.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0
431087 Jacuizinho;1393;1325;160;163;137;149;393;376;396;377;307;174;86;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
431090 Jacutinga;1728;1804;154;171;160;142;468;468;416;526;518;337;172;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431100 Jaguarão;12703;13624;1544;1547;1414;1590;3587;3473;3421;3610;3015;2024;1102;0.0;5.0;1.0;0.0;3.0;0.0;0.0;5.0;20.0;8.0;1.0;1.0;7.0;7.0;2.0;0.0;8.0;1.0;1.0;0.0;0.0;0.0
431110 Jaguari;5443;5241;422;453;415;454;1365;1451;1436;1680;1449;964;595;0.0;10.0;1.0;0.0;1.0;0.0;0.0;2.0;8.0;5.0;0.0;2.0;5.0;4.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0
431112 Jaquirana;1833;1778;278;266;206;202;460;412;479;504;439;245;120;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;2.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
431113 Jari;1830;1642;201;200;170;168;481;481;522;486;412;237;114;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
431115 Jóia;4357;4214;532;531;451;512;1224;1087;1148;1212;1003;576;295;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;8.0;1.0;0.0;3.0;1.0;2.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0
431120 Júlio de Castilhos;9396;9763;1294;1297;1166;1158;2703;2704;2331;2514;2149;1245;598;0.0;10.0;0.0;0.0;2.0;0.0;0.0;4.0;15.0;12.0;3.0;4.0;5.0;8.0;1.0;0.0;7.0;2.0;1.0;0.0;0.0;0.0
431123 Lagoa Bonita do Sul;1551;1388;209;214;192;188;427;423;397;379;248;170;92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
431127 Lagoa dos Três Cantos;770;834;56;59;56;79;179;210;211;259;250;154;91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
431130 Lagoa Vermelha;13801;13950;1649;1675;1528;1664;4051;3829;3661;3779;3064;1865;986;0.0;23.0;5.0;2.0;4.0;0.0;0.0;4.0;17.0;15.0;1.0;5.0;19.0;16.0;1.0;0.0;8.0;2.0;1.0;0.0;0.0;0.0
431125 Lagoão;3389;3080;496;494;407;401;1022;861;908;859;545;325;151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;1.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0
431140 Lajeado;41814;44191;5074;5075;5014;5614;13176;14667;12204;10583;8258;4267;2073;0.0;136.0;7.0;3.0;22.0;0.0;0.0;19.0;177.0;63.0;18.0;44.0;73.0;65.0;7.0;20.0;1.0;7.0;1.0;0.0;0.0;0.0
431142 Lajeado do Bugre;1313;1256;219;217;175;153;353;344;339;309;240;151;69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
431150 Lavras do Sul;3672;3738;477;486;436;463;1037;967;979;1025;815;455;270;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;11.0;2.0;0.0;2.0;4.0;1.0;0.0;4.0;0.0;1.0;1.0;0.0;0.0;0.0
431160 Liberato Salzano;2616;2471;263;268;224;252;664;715;635;760;676;424;206;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;0.0;2.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
431162 Lindolfo Collor;3127;3066;461;437;417;512;982;955;933;746;497;182;71;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;6.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
431164 Linha Nova;843;881;84;86;77;93;211;226;245;278;205;143;76;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431171 Maçambará;2276;2263;340;339;270;269;748;622;604;636;408;220;83;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;3.0;0.0;1.0;2.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0
431170 Machadinho;2701;2710;338;333;281;299;715;734;666;706;669;450;220;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;1.0;0.0;3.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
431173 Mampituba;1523;1442;199;197;172;178;401;418;382;477;318;159;64;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;3.0;0.0;1.0;1.0;3.0;1.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0
431175 Manoel Viana;3640;3675;449;454;390;395;1041;951;950;1028;874;512;271;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;3.0;0.0;2.0;3.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0
431177 Maquiné;3494;3253;371;387;332;376;926;835;885;1079;825;486;245;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;7.0;3.0;1.0;1.0;4.0;2.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0
431179 Maratá;1374;1339;103;106;92;132;399;341;385;462;337;227;129;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
431180 Marau;22579;22944;2831;2829;2820;3375;7456;7648;6431;5242;3855;2104;932;2.0;27.0;3.0;0.0;7.0;0.0;1.0;3.0;43.0;21.0;5.0;6.0;26.0;33.0;1.0;0.0;15.0;4.0;2.0;0.0;0.0;0.0
431190 Marcelino Ramos;2086;2153;200;211;188;195;538;549;525;645;578;391;219;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;4.0;1.0;2.0;4.0;4.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0
431198 Mariana Pimentel;2013;1879;200;207;186;202;507;513;505;539;527;341;165;0.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
431200 Mariano Moro;1022;965;82;92;86;86;234;246;266;348;303;164;80;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
431205 Marques de Souza;1990;1991;176;194;189;185;476;552;518;555;547;387;202;1.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;0.0;2.0;2.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0
431210 Mata;2419;2341;244;254;223;222;642;603;654;716;579;413;210;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;1.0;1.0;2.0;3.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0
431213 Mato Castelhano;1322;1221;158;168;154;145;330;380;360;341;251;176;80;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;5.0;5.0;2.0;3.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431215 Mato Leitão;2318;2309;233;242;230;282;634;688;685;703;488;292;150;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
431217 Mato Queimado;801;810;92;94;79;74;180;183;223;223;207;170;86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431220 Maximiliano de Almeida;2135;2119;216;225;187;188;566;537;525;644;584;369;213;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;3.0;0.0;1.0;3.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
431225 Minas do Leão;3999;4131;564;567;499;540;1227;1175;1003;1042;842;464;207;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;4.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0
431230 Miraguaí;2459;2440;301;306;255;259;694;694;585;665;607;343;190;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
431235 Montauri;734;696;52;57;51;52;153;194;167;226;231;163;84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;4.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431237 Monte Alegre dos Campos;1768;1469;208;207;167;187;484;375;411;494;377;216;111;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;3.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
431238 Monte Belo do Sul;1266;1248;84;91;90;111;285;369;313;368;390;260;153;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431240 Montenegro;32722;33435;4425;4385;4137;4414;10161;10720;8905;7889;6347;3195;1579;7.0;106.0;17.0;0.0;13.0;1.0;1.0;14.0;102.0;49.0;12.0;21.0;63.0;24.0;8.0;0.0;11.0;3.0;1.0;0.0;0.0;0.0
431242 Mormaço;1574;1565;209;209;182;187;428;453;411;422;321;209;108;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;2.0;0.0;1.0;2.0;1.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0
431244 Morrinhos do Sul;1462;1429;106;116;106;133;386;431;410;517;399;200;87;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;1.0;0.0;2.0;1.0;1.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0
431245 Morro Redondo;3321;3288;311;324;297;342;842;907;886;942;855;590;313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;1.0;3.0;4.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
431247 Morro Reuter;3255;3315;276;293;282;356;932;1005;991;1039;766;415;215;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431250 Mostardas;6552;6336;785;794;701;776;1902;1732;1513;1836;1528;860;461;0.0;6.0;0.0;0.0;1.0;0.0;0.0;1.0;8.0;6.0;1.0;3.0;2.0;4.0;1.0;2.0;3.0;0.0;1.0;0.0;0.0;0.0
431260 Muçum;2400;2567;234;250;239;249;588;622;660;721;642;479;283;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0
431261 Muitos Capões;1651;1533;250;235;205;227;565;440;380;374;258;168;82;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
431262 Muliterno;948;953;116;115;106;111;299;284;217;264;246;103;40;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
431265 Não-Me-Toque;8871;9015;980;1007;993;1095;2613;2950;2434;2263;1863;1111;577;0.0;13.0;0.0;0.0;4.0;0.0;0.0;2.0;16.0;9.0;2.0;5.0;16.0;9.0;1.0;6.0;1.0;2.0;1.0;0.0;0.0;0.0
431267 Nicolau Vergueiro;837;830;105;106;103;87;188;226;214;247;208;124;59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431270 Nonoai;5761;5813;750;756;650;653;1653;1676;1432;1526;1280;762;436;1.0;7.0;0.0;0.0;1.0;0.0;1.0;4.0;13.0;8.0;2.0;3.0;2.0;4.0;3.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0
431275 Nova Alvorada;1840;1858;202;198;181;252;527;523;481;495;433;271;135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;1.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431280 Nova Araçá;2410;2480;221;235;240;294;819;826;675;619;510;307;144;0.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;1.0;2.0;2.0;5.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431290 Nova Bassano;5127;4962;518;535;537;615;1453;1526;1343;1311;1131;724;396;0.0;11.0;0.0;0.0;5.0;0.0;0.0;4.0;10.0;5.0;0.0;3.0;11.0;5.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0
431295 Nova Boa Vista;841;890;61;66;66;71;196;224;218;290;283;157;99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431300 Nova Bréscia;1702;1643;111;116;108;163;468;502;414;464;496;329;174;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;6.0;3.0;0.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0
431301 Nova Candelária;1332;1345;117;128;123;118;333;394;411;390;356;228;79;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
431303 Nova Esperança do Sul;2637;2828;283;295;275;305;843;812;729;765;655;335;168;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0
431306 Nova Hartz;10817;11330;1754;1715;1597;1741;3634;3313;3210;2617;1599;706;261;0.0;5.0;0.0;0.0;1.0;0.0;0.0;2.0;8.0;5.0;0.0;2.0;2.0;2.0;2.0;4.0;0.0;5.0;0.0;0.0;0.0;0.0
431308 Nova Pádua;1303;1260;105;113;121;124;284;309;283;399;410;257;158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431310 Nova Palma;3276;3243;325;329;308;396;911;1007;805;876;775;508;279;1.0;2.0;1.0;0.0;1.0;0.0;0.0;4.0;10.0;3.0;1.0;2.0;1.0;2.0;1.0;0.0;4.0;1.0;1.0;0.0;0.0;0.0
431320 Nova Petrópolis;10600;11117;1126;1185;1173;1277;2818;3295;3270;2970;2335;1460;808;0.0;19.0;0.0;1.0;1.0;0.0;0.0;6.0;20.0;8.0;6.0;7.0;12.0;20.0;3.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0
431330 Nova Prata;14083;13938;1547;1609;1595;1788;4288;4680;3933;3501;2768;1548;764;1.0;41.0;1.0;0.0;3.0;0.0;1.0;4.0;31.0;20.0;8.0;10.0;33.0;18.0;3.0;6.0;2.0;0.0;1.0;0.0;0.0;0.0
431333 Nova Ramada;1114;1081;112;118;103;105;259;298;317;351;267;177;88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0
431335 Nova Roma do Sul;1926;1817;172;192;180;206;537;516;473;603;422;254;188;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431337 Nova Santa Rita;15331;15151;2466;2384;2134;2389;5268;4502;4005;3377;2358;1133;466;0.0;23.0;0.0;0.0;0.0;0.0;0.0;1.0;18.0;5.0;1.0;1.0;10.0;7.0;2.0;0.0;6.0;3.0;0.0;0.0;0.0;0.0
431349 Novo Barreiro;2081;2104;239;241;213;215;536;610;571;603;531;281;145;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431339 Novo Cabrais;2102;2144;230;248;232;230;616;594;543;579;503;305;166;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;2.0;3.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
431340 Novo Hamburgo;119249;128054;15197;15179;14440;16621;38989;37821;33595;32736;24352;12560;5813;31.0;146.0;59.0;4.0;86.0;1.0;7.0;37.0;325.0;120.0;35.0;60.0;122.0;175.0;24.0;19.0;9.0;26.0;3.0;0.0;1.0;0.0
431342 Novo Machado;1582;1609;141;157;138;124;345;344;422;569;537;280;134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
431344 Novo Tiradentes;1144;1045;123;125;105;98;293;289;300;331;279;154;92;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431346 Novo Xingu;826;879;79;88;79;75;206;256;231;273;229;125;64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
431350 Osório;23251;23564;2831;2861;2658;3032;7124;7235;6216;6013;4767;2814;1264;5.0;29.0;6.0;2.0;8.0;0.0;0.0;10.0;61.0;17.0;8.0;10.0;24.0;35.0;4.0;14.0;5.0;2.0;1.0;0.0;0.0;0.0
431360 Paim Filho;1821;1910;168;177;162;167;451;443;450;615;557;356;185;0.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;4.0;2.0;2.0;0.0;4.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
431365 Palmares do Sul;5489;5853;618;615;538;573;1421;1423;1403;1789;1621;953;388;0.0;14.0;0.0;0.0;1.0;0.0;0.0;1.0;14.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;4.0;1.0;1.0;0.0;0.0;0.0
431370 Palmeira das Missões;16123;16844;2163;2161;1927;2062;4962;4852;4251;4341;3417;1893;938;1.0;31.0;2.0;0.0;6.0;0.0;0.0;7.0;52.0;13.0;5.0;5.0;4.0;10.0;1.0;0.0;11.0;2.0;1.0;0.0;0.0;0.0
431380 Palmitinho;3531;3525;363;376;339;369;978;1057;914;1032;901;492;235;1.0;3.0;0.0;0.0;1.0;0.0;0.0;4.0;6.0;6.0;2.0;2.0;7.0;2.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0
431390 Panambi;22576;22007;2878;2875;2797;3147;7027;7311;6232;5132;4012;2197;975;0.0;22.0;2.0;0.0;2.0;0.0;1.0;5.0;17.0;17.0;3.0;6.0;18.0;15.0;3.0;0.0;12.0;2.0;1.0;0.0;0.0;0.0
431395 Pantano Grande;4388;4607;610;620;550;561;1264;1175;1114;1200;1022;597;282;0.0;23.0;0.0;0.0;1.0;0.0;0.0;1.0;10.0;1.0;0.0;1.0;2.0;5.0;1.0;2.0;5.0;1.0;0.0;0.0;0.0;0.0
431400 Paraí;3980;3813;389;415;406;413;1114;1208;1027;1123;948;506;244;0.0;11.0;0.0;0.0;5.0;0.0;0.0;1.0;3.0;6.0;1.0;2.0;9.0;5.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0
431402 Paraíso do Sul;3826;3809;416;428;395;431;1005;1084;1051;1097;903;522;303;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;4.0;1.0;0.0;10.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
431403 Pareci Novo;1985;1900;176;185;184;241;594;631;539;556;443;211;125;0.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;4.0;0.0;0.0;1.0;2.0;4.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0
431405 Parobé;29056;30363;4361;4328;3969;4322;10286;8833;7973;7559;4705;2162;921;0.0;24.0;4.0;0.0;6.0;0.0;1.0;8.0;45.0;20.0;3.0;7.0;16.0;19.0;2.0;1.0;13.0;3.0;1.0;0.0;0.0;0.0
431406 Passa Sete;3021;2769;383;377;317;389;982;887;818;708;492;306;131;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
431407 Passo do Sobrado;3308;3304;365;383;369;381;929;995;859;940;788;389;214;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
431410 Passo Fundo;98537;107566;13434;13446;13027;14032;31618;33222;27713;24139;19700;10538;5234;12.0;435.0;26.0;3.0;79.0;0.0;1.0;31.0;484.0;182.0;51.0;69.0;163.0;158.0;25.0;2.0;40.0;177.0;5.0;2.0;0.0;0.0
431413 Paulo Bento;1166;1137;119;124;114;104;284;295;298;348;312;187;118;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
431415 Paverama;4298;4243;508;528;498;499;1156;1181;1166;1144;958;588;315;0.0;8.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
