Mun;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;POLICLINICA;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO;Total
170035 Aliança do Tocantins;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
170040 Almas;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
170070 Alvorada;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
170100 Ananás;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
170105 Angico;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
170110 Aparecida do Rio Negro;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
170130 Aragominas;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
170190 Araguacema;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
170200 Araguaçu;2.0;3.0;0.0;1.0;0.0;0.0;0.0;6.0
170210 Araguaína;0.0;20.0;0.0;4.0;2.0;0.0;0.0;26.0
170215 Araguanã;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
170220 Araguatins;2.0;11.0;0.0;1.0;0.0;0.0;0.0;14.0
170230 Arapoema;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
170240 Arraias;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
170255 Augustinópolis;1.0;6.0;0.0;1.0;0.0;0.0;0.0;8.0
170270 Aurora do Tocantins;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
170290 Axixá do Tocantins;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
170300 Babaçulândia;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
170305 Bandeirantes do Tocantins;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
170307 Barra do Ouro;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
170310 Barrolândia;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
170320 Bernardo Sayão;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
170330 Bom Jesus do Tocantins;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
170360 Brasilândia do Tocantins;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
170370 Brejinho de Nazaré;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
170380 Buriti do Tocantins;0.0;7.0;0.0;0.0;0.0;0.0;0.0;7.0
170382 Cachoeirinha;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
170384 Campos Lindos;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
170386 Cariri do Tocantins;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
170388 Carmolândia;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
170389 Carrasco Bonito;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
170390 Caseara;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
170410 Centenário;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
170510 Chapada da Natividade;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
170460 Chapada de Areia;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
170550 Colinas do Tocantins;0.0;12.0;0.0;1.0;0.0;0.0;0.0;13.0
171670 Colméia;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
170555 Combinado;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
170560 Conceição do Tocantins;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
170600 Couto Magalhães;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
170610 Cristalândia;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
170625 Crixás do Tocantins;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
170650 Darcinópolis;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
170700 Dianópolis;0.0;7.0;1.0;1.0;0.0;0.0;0.0;9.0
170710 Divinópolis do Tocantins;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
170720 Dois Irmãos do Tocantins;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
170730 Dueré;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
170740 Esperantina;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
170755 Fátima;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
170765 Figueirópolis;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
170770 Filadélfia;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
170820 Formoso do Araguaia;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
170825 Fortaleza do Tabocão;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
170830 Goianorte;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
170900 Goiatins;3.0;2.0;0.0;1.0;0.0;0.0;0.0;6.0
170930 Guaraí;0.0;8.0;1.0;1.0;0.0;0.0;0.0;10.0
170950 Gurupi;1.0;17.0;1.0;4.0;1.0;0.0;0.0;24.0
170980 Ipueiras;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
171050 Itacajá;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
171070 Itaguatins;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
171090 Itapiratins;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171110 Itaporã do Tocantins;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171150 Jaú do Tocantins;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
171180 Juarina;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171190 Lagoa da Confusão;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
171195 Lagoa do Tocantins;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
171200 Lajeado;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
171215 Lavandeira;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171240 Lizarda;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
171245 Luzinópolis;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
171250 Marianópolis do Tocantins;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
171270 Mateiros;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171280 Maurilândia do Tocantins;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
171320 Miracema do Tocantins;0.0;8.0;0.0;1.0;0.0;0.0;0.0;9.0
171330 Miranorte;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
171360 Monte do Carmo;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
171370 Monte Santo do Tocantins;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171395 Muricilândia;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171420 Natividade;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
171430 Nazaré;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
171488 Nova Olinda;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
171500 Nova Rosalândia;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
171510 Novo Acordo;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
171515 Novo Alegre;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171525 Novo Jardim;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171550 Oliveira de Fátima;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
172100 Palmas;0.0;52.0;13.0;18.0;2.0;0.0;0.0;85.0
171570 Palmeirante;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171380 Palmeiras do Tocantins;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171575 Palmeirópolis;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
171610 Paraíso do Tocantins;0.0;10.0;1.0;2.0;0.0;1.0;0.0;14.0
171620 Paranã;3.0;2.0;0.0;1.0;0.0;0.0;0.0;6.0
171630 Pau D'Arco;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171650 Pedro Afonso;0.0;5.0;1.0;1.0;0.0;0.0;0.0;7.0
171660 Peixe;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
171665 Pequizeiro;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
171700 Pindorama do Tocantins;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
171720 Piraquê;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171750 Pium;1.0;3.0;0.0;1.0;0.0;0.0;0.0;5.0
171780 Ponte Alta do Bom Jesus;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171790 Ponte Alta do Tocantins;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
171800 Porto Alegre do Tocantins;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171820 Porto Nacional;1.0;16.0;3.0;2.0;0.0;0.0;0.0;22.0
171830 Praia Norte;4.0;3.0;0.0;0.0;0.0;0.0;0.0;7.0
171840 Presidente Kennedy;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
171845 Pugmil;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171850 Recursolândia;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171855 Riachinho;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
171865 Rio da Conceição;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171870 Rio dos Bois;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
171875 Rio Sono;3.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0
171880 Sampaio;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
171884 Sandolândia;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171886 Santa Fé do Araguaia;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
171888 Santa Maria do Tocantins;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171889 Santa Rita do Tocantins;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
171890 Santa Rosa do Tocantins;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
171900 Santa Tereza do Tocantins;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
172000 Santa Terezinha do Tocantins;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
172010 São Bento do Tocantins;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
172015 São Félix do Tocantins;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
172020 São Miguel do Tocantins;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
172025 São Salvador do Tocantins;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
172030 São Sebastião do Tocantins;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
172049 São Valério;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
172065 Silvanópolis;1.0;2.0;0.0;1.0;0.0;0.0;0.0;4.0
172080 Sítio Novo do Tocantins;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
172085 Sucupira;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
172090 Taguatinga;1.0;2.0;0.0;1.0;0.0;0.0;0.0;4.0
172093 Taipas do Tocantins;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
172097 Talismã;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
172110 Tocantínia;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
172120 Tocantinópolis;4.0;5.0;0.0;1.0;0.0;0.0;0.0;10.0
172125 Tupirama;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
172130 Tupiratins;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
172208 Wanderlândia;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
172210 Xambioá;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
210005 Açailândia;0.0;25.0;12.0;3.0;0.0;0.0;0.0;40.0
210010 Afonso Cunha;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
210015 Água Doce do Maranhão;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
210020 Alcântara;5.0;9.0;0.0;1.0;0.0;0.0;0.0;15.0
210030 Aldeias Altas;7.0;3.0;0.0;1.0;0.0;0.0;0.0;11.0
210040 Altamira do Maranhão;1.0;6.0;0.0;0.0;0.0;0.0;0.0;7.0
210043 Alto Alegre do Maranhão;10.0;1.0;0.0;1.0;0.0;0.0;0.0;12.0
210047 Alto Alegre do Pindaré;0.0;16.0;0.0;1.0;0.0;0.0;0.0;17.0
210050 Alto Parnaíba;4.0;1.0;3.0;2.0;0.0;0.0;0.0;10.0
210055 Amapá do Maranhão;2.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0
210060 Amarante do Maranhão;6.0;18.0;0.0;1.0;0.0;0.0;0.0;25.0
210070 Anajatuba;2.0;15.0;0.0;1.0;0.0;0.0;0.0;18.0
210080 Anapurus;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0
210083 Apicum-Açu;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
210087 Araguanã;1.0;8.0;0.0;1.0;0.0;0.0;0.0;10.0
210090 Araioses;0.0;16.0;0.0;2.0;0.0;0.0;0.0;18.0
210095 Arame;1.0;11.0;0.0;1.0;0.0;0.0;0.0;13.0
210100 Arari;3.0;9.0;0.0;1.0;0.0;0.0;0.0;13.0
210110 Axixá;5.0;6.0;0.0;1.0;0.0;0.0;0.0;12.0
210120 Bacabal;1.0;23.0;3.0;3.0;1.0;0.0;0.0;31.0
210125 Bacabeira;4.0;9.0;0.0;1.0;0.0;0.0;0.0;14.0
210130 Bacuri;2.0;6.0;0.0;1.0;0.0;0.0;0.0;9.0
210135 Bacurituba;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
210140 Balsas;11.0;27.0;36.0;3.0;0.0;0.0;0.0;77.0
210150 Barão de Grajaú;2.0;11.0;0.0;1.0;0.0;0.0;0.0;14.0
210160 Barra do Corda;17.0;12.0;1.0;3.0;1.0;0.0;0.0;34.0
210170 Barreirinhas;0.0;19.0;0.0;1.0;0.0;0.0;0.0;20.0
210177 Bela Vista do Maranhão;3.0;6.0;0.0;1.0;0.0;0.0;0.0;10.0
210173 Belágua;1.0;2.0;0.0;1.0;0.0;0.0;0.0;4.0
210180 Benedito Leite;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
210190 Bequimão;1.0;9.0;0.0;1.0;0.0;0.0;0.0;11.0
210193 Bernardo do Mearim;9.0;0.0;0.0;1.0;0.0;0.0;0.0;10.0
210197 Boa Vista do Gurupi;1.0;2.0;0.0;1.0;0.0;0.0;0.0;4.0
210200 Bom Jardim;0.0;22.0;0.0;1.0;0.0;0.0;0.0;23.0
210203 Bom Jesus das Selvas;3.0;9.0;0.0;1.0;0.0;0.0;0.0;13.0
210207 Bom Lugar;0.0;9.0;0.0;0.0;0.0;0.0;0.0;9.0
210210 Brejo;0.0;11.0;0.0;1.0;0.0;0.0;0.0;12.0
210215 Brejo de Areia;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
210220 Buriti;7.0;9.0;0.0;0.0;0.0;0.0;0.0;16.0
210230 Buriti Bravo;1.0;5.0;0.0;1.0;0.0;0.0;0.0;7.0
210232 Buriticupu;23.0;0.0;1.0;1.0;0.0;0.0;0.0;25.0
210235 Buritirana;0.0;8.0;0.0;0.0;0.0;0.0;0.0;8.0
210237 Cachoeira Grande;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
210240 Cajapió;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
210250 Cajari;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
210255 Campestre do Maranhão;0.0;5.0;1.0;1.0;0.0;0.0;0.0;7.0
210260 Cândido Mendes;2.0;6.0;0.0;1.0;0.0;0.0;0.0;9.0
210270 Cantanhede;1.0;8.0;0.0;1.0;0.0;0.0;0.0;10.0
210275 Capinzal do Norte;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
210280 Carolina;2.0;9.0;0.0;1.0;0.0;0.0;0.0;12.0
210290 Carutapera;1.0;8.0;0.0;1.0;0.0;0.0;0.0;10.0
210300 Caxias;0.0;38.0;3.0;1.0;3.0;0.0;0.0;45.0
210310 Cedral;1.0;6.0;0.0;0.0;0.0;0.0;0.0;7.0
210312 Central do Maranhão;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
210315 Centro do Guilherme;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
210317 Centro Novo do Maranhão;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
210320 Chapadinha;1.0;26.0;1.0;3.0;0.0;0.0;0.0;31.0
210325 Cidelândia;7.0;7.0;0.0;1.0;0.0;0.0;0.0;15.0
210330 Codó;0.0;24.0;0.0;1.0;0.0;0.0;0.0;25.0
210340 Coelho Neto;1.0;10.0;0.0;2.0;0.0;0.0;0.0;13.0
210350 Colinas;7.0;20.0;0.0;2.0;1.0;0.0;0.0;30.0
210355 Conceição do Lago-Açu;5.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0
210360 Coroatá;0.0;16.0;0.0;1.0;0.0;0.0;0.0;17.0
210370 Cururupu;16.0;9.0;0.0;1.0;0.0;1.0;0.0;27.0
210375 Davinópolis;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
210380 Dom Pedro;0.0;10.0;0.0;1.0;0.0;0.0;0.0;11.0
210390 Duque Bacelar;3.0;3.0;0.0;1.0;0.0;0.0;0.0;7.0
210400 Esperantinópolis;3.0;8.0;0.0;1.0;0.0;0.0;0.0;12.0
210405 Estreito;0.0;10.0;0.0;2.0;0.0;0.0;0.0;12.0
210407 Feira Nova do Maranhão;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
210408 Fernando Falcão;2.0;5.0;0.0;1.0;0.0;0.0;0.0;8.0
210409 Formosa da Serra Negra;2.0;7.0;0.0;0.0;0.0;0.0;0.0;9.0
210410 Fortaleza dos Nogueiras;1.0;6.0;0.0;1.0;0.0;0.0;0.0;8.0
210420 Fortuna;2.0;6.0;0.0;1.0;0.0;0.0;0.0;9.0
210430 Godofredo Viana;0.0;5.0;1.0;0.0;0.0;0.0;0.0;6.0
210440 Gonçalves Dias;0.0;9.0;0.0;1.0;0.0;0.0;0.0;10.0
210450 Governador Archer;5.0;5.0;0.0;1.0;0.0;0.0;0.0;11.0
210455 Governador Edison Lobão;0.0;9.0;0.0;1.0;0.0;0.0;0.0;10.0
210460 Governador Eugênio Barros;1.0;8.0;0.0;1.0;0.0;0.0;0.0;10.0
210462 Governador Luiz Rocha;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
210465 Governador Newton Bello;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
210467 Governador Nunes Freire;0.0;13.0;0.0;1.0;0.0;0.0;0.0;14.0
210470 Graça Aranha;3.0;3.0;0.0;1.0;0.0;0.0;0.0;7.0
210480 Grajaú;16.0;4.0;0.0;3.0;1.0;0.0;0.0;24.0
210490 Guimarães;11.0;8.0;0.0;1.0;0.0;0.0;0.0;20.0
210500 Humberto de Campos;2.0;9.0;0.0;1.0;0.0;0.0;0.0;12.0
210510 Icatu;0.0;14.0;0.0;1.0;0.0;0.0;0.0;15.0
210515 Igarapé do Meio;3.0;6.0;0.0;1.0;0.0;0.0;0.0;10.0
210520 Igarapé Grande;2.0;4.0;0.0;0.0;0.0;0.0;0.0;6.0
210530 Imperatriz;9.0;31.0;6.0;10.0;1.0;0.0;0.0;57.0
210535 Itaipava do Grajaú;1.0;8.0;0.0;1.0;0.0;0.0;0.0;10.0
210540 Itapecuru Mirim;2.0;19.0;0.0;1.0;0.0;0.0;0.0;22.0
210542 Itinga do Maranhão;2.0;6.0;0.0;0.0;0.0;1.0;0.0;9.0
210545 Jatobá;2.0;5.0;0.0;1.0;0.0;0.0;0.0;8.0
210547 Jenipapo dos Vieiras;3.0;8.0;0.0;1.0;0.0;0.0;0.0;12.0
210550 João Lisboa;3.0;6.0;0.0;1.0;0.0;0.0;0.0;10.0
210560 Joselândia;2.0;11.0;0.0;0.0;0.0;0.0;0.0;13.0
210565 Junco do Maranhão;2.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0
210570 Lago da Pedra;0.0;18.0;0.0;4.0;0.0;0.0;0.0;22.0
210580 Lago do Junco;2.0;4.0;0.0;1.0;0.0;0.0;0.0;7.0
210594 Lago dos Rodrigues;0.0;6.0;1.0;0.0;0.0;0.0;0.0;7.0
210590 Lago Verde;8.0;1.0;0.0;1.0;0.0;0.0;0.0;10.0
210592 Lagoa do Mato;2.0;4.0;0.0;0.0;0.0;0.0;0.0;6.0
210596 Lagoa Grande do Maranhão;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
210598 Lajeado Novo;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
210600 Lima Campos;8.0;2.0;0.0;1.0;0.0;0.0;0.0;11.0
210610 Loreto;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
210620 Luís Domingues;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
210630 Magalhães de Almeida;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0
210632 Maracaçumé;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0
210635 Marajá do Sena;1.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0
210637 Maranhãozinho;1.0;5.0;0.0;1.0;0.0;0.0;0.0;7.0
210640 Mata Roma;5.0;7.0;1.0;1.0;0.0;0.0;0.0;14.0
210650 Matinha;0.0;11.0;0.0;1.0;0.0;0.0;0.0;12.0
210660 Matões;3.0;8.0;1.0;1.0;0.0;0.0;0.0;13.0
210663 Matões do Norte;1.0;5.0;1.0;0.0;0.0;0.0;0.0;7.0
210667 Milagres do Maranhão;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
210670 Mirador;0.0;9.0;0.0;1.0;0.0;0.0;0.0;10.0
210675 Miranda do Norte;1.0;8.0;0.0;1.0;0.0;0.0;0.0;10.0
210680 Mirinzal;5.0;8.0;0.0;1.0;0.0;0.0;0.0;14.0
210690 Monção;3.0;10.0;0.0;1.0;0.0;0.0;0.0;14.0
210700 Montes Altos;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
210710 Morros;0.0;11.0;0.0;2.0;0.0;0.0;0.0;13.0
210720 Nina Rodrigues;0.0;8.0;0.0;1.0;0.0;0.0;0.0;9.0
210725 Nova Colinas;3.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0
210730 Nova Iorque;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
210735 Nova Olinda do Maranhão;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
210740 Olho d'Água das Cunhãs;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0
210745 Olinda Nova do Maranhão;4.0;8.0;0.0;1.0;0.0;0.0;0.0;13.0
210750 Paço do Lumiar;0.0;17.0;0.0;0.0;0.0;0.0;0.0;17.0
210760 Palmeirândia;9.0;11.0;0.0;1.0;0.0;0.0;0.0;21.0
210770 Paraibano;5.0;10.0;0.0;1.0;0.0;0.0;0.0;16.0
210780 Parnarama;0.0;12.0;1.0;1.0;0.0;0.0;0.0;14.0
210790 Passagem Franca;0.0;9.0;0.0;2.0;0.0;0.0;0.0;11.0
210800 Pastos Bons;1.0;14.0;0.0;1.0;0.0;0.0;0.0;16.0
210805 Paulino Neves;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
210810 Paulo Ramos;0.0;9.0;0.0;1.0;0.0;0.0;0.0;10.0
210820 Pedreiras;4.0;9.0;1.0;4.0;0.0;0.0;0.0;18.0
210825 Pedro do Rosário;0.0;9.0;0.0;1.0;0.0;0.0;0.0;10.0
210830 Penalva;1.0;14.0;0.0;1.0;0.0;0.0;0.0;16.0
210840 Peri Mirim;2.0;5.0;0.0;1.0;0.0;0.0;0.0;8.0
210845 Peritoró;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
210850 Pindaré-Mirim;4.0;12.0;0.0;0.0;0.0;0.0;0.0;16.0
210860 Pinheiro;0.0;27.0;0.0;2.0;1.0;0.0;0.0;30.0
210870 Pio XII;3.0;8.0;0.0;1.0;0.0;0.0;0.0;12.0
210880 Pirapemas;4.0;7.0;0.0;1.0;0.0;0.0;0.0;12.0
210890 Poção de Pedras;1.0;8.0;0.0;1.0;0.0;0.0;0.0;10.0
210900 Porto Franco;1.0;8.0;0.0;1.0;0.0;0.0;0.0;10.0
210905 Porto Rico do Maranhão;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
210910 Presidente Dutra;1.0;16.0;1.0;2.0;0.0;0.0;0.0;20.0
210920 Presidente Juscelino;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
210923 Presidente Médici;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
210927 Presidente Sarney;0.0;11.0;0.0;1.0;0.0;0.0;0.0;12.0
210930 Presidente Vargas;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
210940 Primeira Cruz;0.0;8.0;0.0;1.0;0.0;0.0;0.0;9.0
210945 Raposa;0.0;6.0;0.0;1.0;1.0;0.0;0.0;8.0
210950 Riachão;2.0;5.0;0.0;1.0;0.0;0.0;0.0;8.0
210955 Ribamar Fiquene;1.0;5.0;0.0;1.0;0.0;0.0;0.0;7.0
210960 Rosário;1.0;16.0;0.0;2.0;0.0;0.0;0.0;19.0
210970 Sambaíba;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
210975 Santa Filomena do Maranhão;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
210980 Santa Helena;1.0;10.0;0.0;1.0;0.0;0.0;0.0;12.0
210990 Santa Inês;4.0;21.0;5.0;3.0;0.0;0.0;0.0;33.0
211000 Santa Luzia;2.0;24.0;0.0;1.0;0.0;0.0;0.0;27.0
211003 Santa Luzia do Paruá;5.0;3.0;0.0;1.0;0.0;0.0;0.0;9.0
211010 Santa Quitéria do Maranhão;0.0;13.0;0.0;1.0;0.0;0.0;0.0;14.0
211020 Santa Rita;5.0;19.0;1.0;0.0;0.0;0.0;0.0;25.0
211023 Santana do Maranhão;5.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0
211027 Santo Amaro do Maranhão;1.0;7.0;0.0;1.0;0.0;0.0;0.0;9.0
211030 Santo Antônio dos Lopes;0.0;8.0;0.0;1.0;0.0;0.0;0.0;9.0
211040 São Benedito do Rio Preto;0.0;9.0;0.0;1.0;0.0;0.0;0.0;10.0
211050 São Bento;4.0;16.0;0.0;1.0;0.0;0.0;0.0;21.0
211060 São Bernardo;2.0;9.0;0.0;1.0;0.0;0.0;0.0;12.0
211065 São Domingos do Azeitão;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
211070 São Domingos do Maranhão;0.0;18.0;0.0;1.0;0.0;0.0;0.0;19.0
211080 São Félix de Balsas;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
211085 São Francisco do Brejão;3.0;3.0;0.0;1.0;0.0;0.0;0.0;7.0
211090 São Francisco do Maranhão;1.0;5.0;0.0;1.0;0.0;0.0;0.0;7.0
211100 São João Batista;1.0;8.0;0.0;1.0;0.0;0.0;0.0;10.0
211102 São João do Carú;5.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0
211105 São João do Paraíso;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
